model,cv_mae_mean,cv_mae_std,cv_rmse_mean,cv_rmse_std,cv_r2_mean,cv_r2_std,fit_time_seconds,holdout_mae,holdout_rmse,holdout_r2,status
Ridge,9.272103383906407,0.42796114965050336,12.862666476610393,0.6156943963292534,0.0674110817915321,0.08902583158203248,0.2854485511779785,9.585369402508448,13.142546495429599,-0.044297008622895095,success
RandomForest,9.424163402128254,0.2044398795169995,13.12614971830182,0.6218033447368523,0.028674335699551246,0.09367944055441602,0.22700142860412598,9.055471638358853,13.024892699729701,-0.025683332361788658,success
DummyMedian,9.746788741577918,0.7223701369267559,13.566419660465234,1.1213356398943102,-0.02833622466036123,0.026597958365906726,0.06726908683776855,9.808333333333334,12.937666493062585,-0.011991566131153597,success
